T20,Agricultural production indices,,,,,
583,Micronesia (Fed. States of),2015,Agricultural production (Index Base: 2014-2016 = 100),99.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
583,Micronesia (Fed. States of),2020,Agricultural production (Index Base: 2014-2016 = 100),119.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
583,Micronesia (Fed. States of),2021,Agricultural production (Index Base: 2014-2016 = 100),119.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
583,Micronesia (Fed. States of),2022,Agricultural production (Index Base: 2014-2016 = 100),121.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
583,Micronesia (Fed. States of),1995,Food production (Index Base: 2014-2016 = 100),73.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
583,Micronesia (Fed. States of),2005,Food production (Index Base: 2014-2016 = 100),69.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
583,Micronesia (Fed. States of),2010,Food production (Index Base: 2014-2016 = 100),65.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
583,Micronesia (Fed. States of),2015,Food production (Index Base: 2014-2016 = 100),99.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
583,Micronesia (Fed. States of),2020,Food production (Index Base: 2014-2016 = 100),119.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
583,Micronesia (Fed. States of),2021,Food production (Index Base: 2014-2016 = 100),119.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
583,Micronesia (Fed. States of),2022,Food production (Index Base: 2014-2016 = 100),121.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
496,Mongolia,1985,Agricultural production (Index Base: 2014-2016 = 100),67.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
496,Mongolia,1995,Agricultural production (Index Base: 2014-2016 = 100),60.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
496,Mongolia,2005,Agricultural production (Index Base: 2014-2016 = 100),53.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
496,Mongolia,2010,Agricultural production (Index Base: 2014-2016 = 100),63.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
496,Mongolia,2015,Agricultural production (Index Base: 2014-2016 = 100),110.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
496,Mongolia,2020,Agricultural production (Index Base: 2014-2016 = 100),166.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
496,Mongolia,2021,Agricultural production (Index Base: 2014-2016 = 100),126.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
496,Mongolia,2022,Agricultural production (Index Base: 2014-2016 = 100),156.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
496,Mongolia,1985,Food production (Index Base: 2014-2016 = 100),66.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
496,Mongolia,1995,Food production (Index Base: 2014-2016 = 100),57.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
496,Mongolia,2005,Food production (Index Base: 2014-2016 = 100),51.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
496,Mongolia,2010,Food production (Index Base: 2014-2016 = 100),62.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
496,Mongolia,2015,Food production (Index Base: 2014-2016 = 100),110.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
496,Mongolia,2020,Food production (Index Base: 2014-2016 = 100),168.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
496,Mongolia,2021,Food production (Index Base: 2014-2016 = 100),127.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
496,Mongolia,2022,Food production (Index Base: 2014-2016 = 100),157.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
499,Montenegro,2010,Agricultural production (Index Base: 2014-2016 = 100),94.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
499,Montenegro,2015,Agricultural production (Index Base: 2014-2016 = 100),98.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
499,Montenegro,2020,Agricultural production (Index Base: 2014-2016 = 100),102.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
499,Montenegro,2021,Agricultural production (Index Base: 2014-2016 = 100),101.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
499,Montenegro,2022,Agricultural production (Index Base: 2014-2016 = 100),100.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
499,Montenegro,2010,Food production (Index Base: 2014-2016 = 100),94.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
499,Montenegro,2015,Food production (Index Base: 2014-2016 = 100),97.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
499,Montenegro,2020,Food production (Index Base: 2014-2016 = 100),102.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
499,Montenegro,2021,Food production (Index Base: 2014-2016 = 100),101.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
499,Montenegro,2022,Food production (Index Base: 2014-2016 = 100),100.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
504,Morocco,1985,Agricultural production (Index Base: 2014-2016 = 100),37.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
504,Morocco,1995,Agricultural production (Index Base: 2014-2016 = 100),41.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
504,Morocco,2005,Agricultural production (Index Base: 2014-2016 = 100),68.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
504,Morocco,2010,Agricultural production (Index Base: 2014-2016 = 100),92.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
504,Morocco,2015,Agricultural production (Index Base: 2014-2016 = 100),107.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
504,Morocco,2020,Agricultural production (Index Base: 2014-2016 = 100),99.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
504,Morocco,2021,Agricultural production (Index Base: 2014-2016 = 100),116.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
504,Morocco,2022,Agricultural production (Index Base: 2014-2016 = 100),106.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
504,Morocco,1985,Food production (Index Base: 2014-2016 = 100),36.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
504,Morocco,1995,Food production (Index Base: 2014-2016 = 100),41.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
504,Morocco,2005,Food production (Index Base: 2014-2016 = 100),68.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
504,Morocco,2010,Food production (Index Base: 2014-2016 = 100),92.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
504,Morocco,2015,Food production (Index Base: 2014-2016 = 100),108.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
504,Morocco,2020,Food production (Index Base: 2014-2016 = 100),99.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
504,Morocco,2021,Food production (Index Base: 2014-2016 = 100),116.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
504,Morocco,2022,Food production (Index Base: 2014-2016 = 100),106.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
508,Mozambique,1985,Agricultural production (Index Base: 2014-2016 = 100),45.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
508,Mozambique,1995,Agricultural production (Index Base: 2014-2016 = 100),56.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
508,Mozambique,2005,Agricultural production (Index Base: 2014-2016 = 100),77.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
508,Mozambique,2010,Agricultural production (Index Base: 2014-2016 = 100),107.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
508,Mozambique,2015,Agricultural production (Index Base: 2014-2016 = 100),95.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
508,Mozambique,2020,Agricultural production (Index Base: 2014-2016 = 100),136.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
508,Mozambique,2021,Agricultural production (Index Base: 2014-2016 = 100),148.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
508,Mozambique,2022,Agricultural production (Index Base: 2014-2016 = 100),156.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
508,Mozambique,1985,Food production (Index Base: 2014-2016 = 100),50.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
508,Mozambique,1995,Food production (Index Base: 2014-2016 = 100),60.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
508,Mozambique,2005,Food production (Index Base: 2014-2016 = 100),76.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
508,Mozambique,2010,Food production (Index Base: 2014-2016 = 100),110.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
508,Mozambique,2015,Food production (Index Base: 2014-2016 = 100),96.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
508,Mozambique,2020,Food production (Index Base: 2014-2016 = 100),141.0,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
508,Mozambique,2021,Food production (Index Base: 2014-2016 = 100),153.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
508,Mozambique,2022,Food production (Index Base: 2014-2016 = 100),161.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
104,Myanmar,1985,Agricultural production (Index Base: 2014-2016 = 100),32.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
104,Myanmar,1995,Agricultural production (Index Base: 2014-2016 = 100),38.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT database, last accessed May 2024."
