T10,Health personnel,,,,,
566,Nigeria,2022,Health personnel: Pharmacists (per 1000 population),0.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
566,Nigeria,2022,Health personnel: Nurses and midwives personnel (per 1000 population),1.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
570,Niue,2004,Health personnel: Physicians (number),4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
570,Niue,2004,Health personnel: Physicians (per 1000 population),2.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
570,Niue,2004,Health personnel: Dentists (number),2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
570,Niue,2004,Health personnel: Dentists (per 1000 population),1.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
570,Niue,2004,Health personnel: Pharmacists (number),1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
570,Niue,2004,Health personnel: Pharmacists (per 1000 population),0.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
570,Niue,2004,Health personnel: Nurses and midwives (number),22,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
570,Niue,2004,Health personnel: Nurses and midwives personnel (per 1000 population),11.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
570,Niue,2008,Health personnel: Physicians (number),3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
570,Niue,2008,Health personnel: Physicians (per 1000 population),1.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
570,Niue,2008,Health personnel: Dentists (number),2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
570,Niue,2008,Health personnel: Dentists (per 1000 population),1.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
570,Niue,2008,Health personnel: Pharmacists (number),1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
570,Niue,2008,Health personnel: Pharmacists (per 1000 population),0.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
570,Niue,2008,Health personnel: Nurses and midwives (number),16,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
570,Niue,2008,Health personnel: Nurses and midwives personnel (per 1000 population),8.9,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
570,Niue,2018,Health personnel: Nurses and midwives (number),20,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
570,Niue,2018,Health personnel: Nurses and midwives personnel (per 1000 population),10.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
807,North Macedonia,2005,Health personnel: Physicians (number),"4,392",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
807,North Macedonia,2005,Health personnel: Physicians (per 1000 population),2.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
807,North Macedonia,2005,Health personnel: Dentists (number),"1,375",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
807,North Macedonia,2005,Health personnel: Dentists (per 1000 population),0.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
807,North Macedonia,2005,Health personnel: Pharmacists (number),878,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
807,North Macedonia,2005,Health personnel: Pharmacists (per 1000 population),0.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
807,North Macedonia,2005,Health personnel: Nurses and midwives (number),"7,012",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
807,North Macedonia,2005,Health personnel: Nurses and midwives personnel (per 1000 population),3.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
807,North Macedonia,2010,Health personnel: Physicians (number),"5,541",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
807,North Macedonia,2010,Health personnel: Physicians (per 1000 population),2.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
807,North Macedonia,2010,Health personnel: Dentists (number),"1,599",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
807,North Macedonia,2010,Health personnel: Dentists (per 1000 population),0.8,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
807,North Macedonia,2010,Health personnel: Pharmacists (number),692,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
807,North Macedonia,2010,Health personnel: Pharmacists (per 1000 population),0.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
807,North Macedonia,2010,Health personnel: Nurses and midwives (number),"8,681",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
807,North Macedonia,2010,Health personnel: Nurses and midwives personnel (per 1000 population),4.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
807,North Macedonia,2015,Health personnel: Physicians (number),"5,975",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
807,North Macedonia,2015,Health personnel: Physicians (per 1000 population),2.8,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
807,North Macedonia,2015,Health personnel: Dentists (number),"1,824",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
807,North Macedonia,2015,Health personnel: Dentists (per 1000 population),0.9,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
807,North Macedonia,2015,Health personnel: Pharmacists (number),"1,029",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
807,North Macedonia,2015,Health personnel: Pharmacists (per 1000 population),0.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
807,North Macedonia,2015,Health personnel: Nurses and midwives (number),"7,884",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
807,North Macedonia,2015,Health personnel: Nurses and midwives personnel (per 1000 population),4.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
807,North Macedonia,2020,Health personnel: Physicians (number),"6,258",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
807,North Macedonia,2020,Health personnel: Physicians (per 1000 population),3.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
807,North Macedonia,2020,Health personnel: Dentists (number),"1,641",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
807,North Macedonia,2020,Health personnel: Dentists (per 1000 population),0.8,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
807,North Macedonia,2020,Health personnel: Pharmacists (number),"1,107",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
807,North Macedonia,2020,Health personnel: Pharmacists (per 1000 population),0.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
807,North Macedonia,2020,Health personnel: Nurses and midwives personnel (per 1000 population),4.8,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
578,Norway,2005,Health personnel: Physicians (number),"16,473",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
578,Norway,2005,Health personnel: Physicians (per 1000 population),3.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
578,Norway,2005,Health personnel: Dentists (number),"3,899",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2024."
